group1,group2,meandiff,lower,upper,reject
1-3 candidates,12+ candidates,0.3537,-0.2527,0.9601,False
1-3 candidates,4-7 candidates,0.0818,-0.0749,0.2386,False
1-3 candidates,7-11 candidates,-0.5294,-0.9166,-0.1423,True
12+ candidates,4-7 candidates,-0.2719,-0.8907,0.3469,False
12+ candidates,7-11 candidates,-0.8831,-1.5961,-0.1702,True
4-7 candidates,7-11 candidates,-0.6113,-1.0176,-0.2049,True
